design,card,domain,combo,perm,choiceset,option_1,option_2,option_3,option_4,response,order,gender,educ,region,race,age_cross
1564,4,4,3,6,da,4,1,,,1,26,2,2,4,4,1
1564,5,5,5,10,db,4,2,,,2,18,2,2,4,4,1
1564,6,6,3,6,da,4,1,,,4,27,2,2,4,4,1
1564,7,7,6,12,dc,4,3,,,4,24,2,2,4,4,1
1564,8,8,7,13,abc,1,2,3,,2,25,2,2,4,4,1
1564,9,9,6,11,cd,3,4,,,3,30,2,2,4,4,1
1564,10,10,4,7,bc,2,3,,,3,28,2,2,4,4,1
1564,11,11,8,24,dba,4,2,1,,2,17,2,2,4,4,1
1564,12,12,11,40,acdb,1,3,4,2,4,29,2,2,4,4,1
1564,13,13,6,11,cd,3,4,,,3,23,2,2,4,4,1
1564,14,14,1,2,ba,2,1,,,2,31,2,2,4,4,1
1564,15,15,3,5,ad,1,4,,,4,21,2,2,4,4,1
1564,16,16,7,14,acb,1,3,2,,3,19,2,2,4,4,1
1564,17,1,2,3,ac,1,3,,,1,6,2,2,4,4,1
1564,18,2,7,17,cab,3,1,2,,3,16,2,2,4,4,1
1564,19,3,7,15,bac,2,1,3,,2,4,2,2,4,4,1
1564,20,4,9,30,dca,4,3,1,,3,10,2,2,4,4,1
1564,21,5,1,1,ab,1,2,,,2,2,2,2,4,4,1
1564,22,6,9,26,adc,1,4,3,,4,11,2,2,4,4,1
1564,23,7,7,13,abc,1,2,3,,1,8,2,2,4,4,1
1564,24,8,3,5,ad,1,4,,,4,9,2,2,4,4,1
1564,25,9,1,1,ab,1,2,,,2,14,2,2,4,4,1
1564,26,10,1,2,ba,2,1,,,2,12,2,2,4,4,1
1564,27,11,6,12,dc,4,3,,,4,1,2,2,4,4,1
1564,28,12,6,12,dc,4,3,,,4,13,2,2,4,4,1
1564,29,13,4,7,bc,2,3,,,3,7,2,2,4,4,1
1564,30,14,2,3,ac,1,3,,,3,15,2,2,4,4,1
1564,31,15,11,42,adcb,1,4,3,2,2,5,2,2,4,4,1
1564,32,16,3,6,da,4,1,,,4,3,2,2,4,4,1
1565,1,1,2,4,ca,3,1,,,3,25,2,2,4,1,2
1565,2,2,6,12,dc,4,3,,,4,31,2,2,4,1,2
1565,3,3,9,26,adc,1,4,3,,4,19,2,2,4,1,2
1565,4,4,2,3,ac,1,3,,,1,21,2,2,4,1,2
1565,5,5,9,30,dca,4,3,1,,4,20,2,2,4,1,2
1565,6,6,9,27,cad,3,1,4,,1,24,2,2,4,1,2
1565,7,7,3,5,ad,1,4,,,4,27,2,2,4,1,2
1565,8,8,9,29,dac,4,1,3,,1,22,2,2,4,1,2
1565,9,9,6,11,cd,3,4,,,4,18,2,2,4,1,2
1565,10,10,5,10,db,4,2,,,2,28,2,2,4,1,2
1565,11,11,2,3,ac,1,3,,,3,23,2,2,4,1,2
1565,12,12,5,10,db,4,2,,,4,30,2,2,4,1,2
1565,13,13,8,23,dab,4,1,2,,2,17,2,2,4,1,2
1565,14,14,2,4,ca,3,1,,,1,29,2,2,4,1,2
1565,15,15,8,23,dab,4,1,2,,1,32,2,2,4,1,2
1565,16,16,3,6,da,4,1,,,4,26,2,2,4,1,2
1565,17,1,5,10,db,4,2,,,2,9,2,2,4,1,2
1565,18,2,8,19,abd,1,2,4,,1,15,2,2,4,1,2
1565,19,3,1,1,ab,1,2,,,1,3,2,2,4,1,2
1565,20,4,3,6,da,4,1,,,1,5,2,2,4,1,2
1565,21,5,10,35,dbc,4,2,3,,4,4,2,2,4,1,2
1565,22,6,8,20,adb,1,4,2,,1,8,2,2,4,1,2
1565,23,7,1,2,ba,2,1,,,2,11,2,2,4,1,2
1565,24,8,2,4,ca,3,1,,,1,6,2,2,4,1,2
1565,25,9,8,23,dab,4,1,2,,4,2,2,2,4,1,2
1565,26,10,6,11,cd,3,4,,,3,12,2,2,4,1,2
1565,27,11,11,47,bdac,2,4,1,3,4,7,2,2,4,1,2
1565,28,12,10,31,bcd,2,3,4,,4,14,2,2,4,1,2
1565,29,13,7,15,bac,2,1,3,,2,1,2,2,4,1,2
1565,30,14,5,9,bd,2,4,,,4,13,2,2,4,1,2
1565,31,15,9,27,cad,3,1,4,,1,16,2,2,4,1,2
1565,32,16,7,13,abc,1,2,3,,1,10,2,2,4,1,2
1566,1,1,8,19,abd,1,2,4,,2,23,1,2,4,4,2
1566,2,2,3,5,ad,1,4,,,4,20,1,2,4,4,2
1566,3,3,6,12,dc,4,3,,,3,25,1,2,4,4,2
1566,4,4,5,9,bd,2,4,,,2,28,1,2,4,4,2
1566,5,5,8,21,bad,2,1,4,,4,27,1,2,4,4,2
1566,6,6,1,2,ba,2,1,,,2,32,1,2,4,4,2
1566,7,7,9,26,adc,1,4,3,,3,19,1,2,4,4,2
1566,8,8,4,8,cb,3,2,,,3,17,1,2,4,4,2
1566,9,9,5,9,bd,2,4,,,2,30,1,2,4,4,2
1566,10,10,11,54,cdba,3,4,2,1,3,29,1,2,4,4,2
1566,11,11,4,7,bc,2,3,,,3,18,1,2,4,4,2
1566,12,12,2,4,ca,3,1,,,3,24,1,2,4,4,2
1566,13,13,9,25,acd,1,3,4,,3,21,1,2,4,4,2
1566,14,14,5,10,db,4,2,,,4,26,1,2,4,4,2
1566,15,15,11,52,cbda,3,2,4,1,4,31,1,2,4,4,2
1566,16,16,5,10,db,4,2,,,2,22,1,2,4,4,2
1566,17,1,3,6,da,4,1,,,1,7,1,2,4,4,2
1566,18,2,8,22,bda,2,4,1,,4,4,1,2,4,4,2
1566,19,3,4,8,cb,3,2,,,2,9,1,2,4,4,2
1566,20,4,3,5,ad,1,4,,,1,12,1,2,4,4,2
1566,21,5,2,4,ca,3,1,,,3,11,1,2,4,4,2
1566,22,6,9,28,cda,3,4,1,,1,16,1,2,4,4,2
1566,23,7,2,3,ac,1,3,,,3,3,1,2,4,4,2
1566,24,8,2,3,ac,1,3,,,3,1,1,2,4,4,2
1566,25,9,3,5,ad,1,4,,,1,14,1,2,4,4,2
1566,26,10,9,28,cda,3,4,1,,3,13,1,2,4,4,2
1566,27,11,7,17,cab,3,1,2,,1,2,1,2,4,4,2
1566,28,12,9,25,acd,1,3,4,,3,8,1,2,4,4,2
1566,29,13,3,6,da,4,1,,,1,5,1,2,4,4,2
1566,30,14,8,24,dba,4,2,1,,4,10,1,2,4,4,2
1566,31,15,1,2,ba,2,1,,,1,15,1,2,4,4,2
1566,32,16,11,57,dbac,4,2,1,3,2,6,1,2,4,4,2
1567,1,1,2,4,ca,3,1,,,1,7,2,5,3,1,1
1567,2,2,1,2,ba,2,1,,,1,9,2,5,3,1,1
1567,3,3,4,7,bc,2,3,,,2,8,2,5,3,1,1
1567,4,4,11,56,dacb,4,1,3,2,2,5,2,5,3,1,1
1567,5,5,2,3,ac,1,3,,,3,10,2,5,3,1,1
1567,6,6,4,8,cb,3,2,,,2,11,2,5,3,1,1
1567,7,7,5,10,db,4,2,,,4,13,2,5,3,1,1
1567,8,8,7,15,bac,2,1,3,,3,3,2,5,3,1,1
1567,9,9,4,7,bc,2,3,,,2,1,2,5,3,1,1
1567,10,10,3,6,da,4,1,,,4,14,2,5,3,1,1
1567,11,11,9,26,adc,1,4,3,,1,2,2,5,3,1,1
1567,12,12,8,20,adb,1,4,2,,4,16,2,5,3,1,1
1567,13,13,10,31,bcd,2,3,4,,2,12,2,5,3,1,1
1567,14,14,11,39,acbd,1,3,2,4,1,6,2,5,3,1,1
1567,15,15,8,19,abd,1,2,4,,1,4,2,5,3,1,1
1567,16,16,9,30,dca,4,3,1,,3,15,2,5,3,1,1
1567,17,1,11,48,bdca,2,4,3,1,1,23,2,5,3,1,1
1567,18,2,8,20,adb,1,4,2,,1,25,2,5,3,1,1
1567,19,3,6,12,dc,4,3,,,4,24,2,5,3,1,1
1567,20,4,6,11,cd,3,4,,,4,21,2,5,3,1,1
1567,21,5,4,7,bc,2,3,,,3,26,2,5,3,1,1
1567,22,6,2,3,ac,1,3,,,1,27,2,5,3,1,1
1567,23,7,7,13,abc,1,2,3,,3,29,2,5,3,1,1
1567,24,8,4,8,cb,3,2,,,3,19,2,5,3,1,1
1567,25,9,7,16,bca,2,3,1,,1,17,2,5,3,1,1
1567,26,10,1,2,ba,2,1,,,2,30,2,5,3,1,1
1567,27,11,7,14,acb,1,3,2,,2,18,2,5,3,1,1
1567,28,12,1,1,ab,1,2,,,2,32,2,5,3,1,1
1567,29,13,1,2,ba,2,1,,,2,28,2,5,3,1,1
1567,30,14,2,4,ca,3,1,,,1,22,2,5,3,1,1
1567,31,15,1,2,ba,2,1,,,2,20,2,5,3,1,1
1567,32,16,3,6,da,4,1,,,4,31,2,5,3,1,1
1568,1,1,5,9,bd,2,4,,,4,7,2,4,3,1,3
1568,2,2,6,11,cd,3,4,,,3,15,2,4,3,1,3
1568,3,3,9,25,acd,1,3,4,,4,14,2,4,3,1,3
1568,4,4,9,26,adc,1,4,3,,1,3,2,4,3,1,3
1568,5,5,11,44,badc,2,1,4,3,4,12,2,4,3,1,3
1568,6,6,5,10,db,4,2,,,2,9,2,4,3,1,3
1568,7,7,5,9,bd,2,4,,,4,2,2,4,3,1,3
1568,8,8,7,16,bca,2,3,1,,3,5,2,4,3,1,3
1568,9,9,1,1,ab,1,2,,,1,1,2,4,3,1,3
1568,10,10,8,19,abd,1,2,4,,4,4,2,4,3,1,3
1568,11,11,10,36,dcb,4,3,2,,3,16,2,4,3,1,3
1568,12,12,6,12,dc,4,3,,,4,13,2,4,3,1,3
1568,13,13,2,4,ca,3,1,,,3,8,2,4,3,1,3
1568,14,14,7,18,cba,3,2,1,,1,10,2,4,3,1,3
1568,15,15,4,7,bc,2,3,,,3,6,2,4,3,1,3
1568,16,16,5,10,db,4,2,,,2,11,2,4,3,1,3
1568,17,1,7,14,acb,1,3,2,,3,23,2,4,3,1,3
1568,18,2,9,26,adc,1,4,3,,1,31,2,4,3,1,3
1568,19,3,1,1,ab,1,2,,,2,30,2,4,3,1,3
1568,20,4,5,9,bd,2,4,,,2,19,2,4,3,1,3
1568,21,5,8,23,dab,4,1,2,,4,28,2,4,3,1,3
1568,22,6,8,24,dba,4,2,1,,2,25,2,4,3,1,3
1568,23,7,10,34,cdb,3,4,2,,3,18,2,4,3,1,3
1568,24,8,3,5,ad,1,4,,,1,21,2,4,3,1,3
1568,25,9,9,27,cad,3,1,4,,3,17,2,4,3,1,3
1568,26,10,6,12,dc,4,3,,,3,20,2,4,3,1,3
1568,27,11,5,9,bd,2,4,,,4,32,2,4,3,1,3
1568,28,12,7,17,cab,3,1,2,,3,29,2,4,3,1,3
1568,29,13,1,1,ab,1,2,,,2,24,2,4,3,1,3
1568,30,14,4,8,cb,3,2,,,2,26,2,4,3,1,3
1568,31,15,8,21,bad,2,1,4,,2,22,2,4,3,1,3
1568,32,16,11,40,acdb,1,3,4,2,2,27,2,4,3,1,3
1569,1,1,7,18,cba,3,2,1,,3,22,1,6,1,2,2
1569,2,2,10,36,dcb,4,3,2,,4,31,1,6,1,2,2
1569,3,3,2,3,ac,1,3,,,1,29,1,6,1,2,2
1569,4,4,8,22,bda,2,4,1,,2,19,1,6,1,2,2
1569,5,5,5,10,db,4,2,,,2,20,1,6,1,2,2
1569,6,6,4,7,bc,2,3,,,2,18,1,6,1,2,2
1569,7,7,8,22,bda,2,4,1,,2,23,1,6,1,2,2
1569,8,8,6,12,dc,4,3,,,3,21,1,6,1,2,2
1569,9,9,1,1,ab,1,2,,,2,17,1,6,1,2,2
1569,10,10,8,20,adb,1,4,2,,2,27,1,6,1,2,2
1569,11,11,4,7,bc,2,3,,,2,24,1,6,1,2,2
1569,12,12,2,3,ac,1,3,,,3,25,1,6,1,2,2
1569,13,13,11,45,bcad,2,3,1,4,2,28,1,6,1,2,2
1569,14,14,1,2,ba,2,1,,,2,30,1,6,1,2,2
1569,15,15,9,30,dca,4,3,1,,4,26,1,6,1,2,2
1569,16,16,9,27,cad,3,1,4,,3,32,1,6,1,2,2
1569,17,1,9,29,dac,4,1,3,,3,6,1,6,1,2,2
1569,18,2,11,58,dbca,4,2,3,1,4,15,1,6,1,2,2
1569,19,3,6,11,cd,3,4,,,4,13,1,6,1,2,2
1569,20,4,2,3,ac,1,3,,,1,3,1,6,1,2,2
1569,21,5,6,12,dc,4,3,,,3,4,1,6,1,2,2
1569,22,6,3,6,da,4,1,,,4,2,1,6,1,2,2
1569,23,7,7,17,cab,3,1,2,,2,7,1,6,1,2,2
1569,24,8,10,32,bdc,2,4,3,,3,5,1,6,1,2,2
1569,25,9,6,11,cd,3,4,,,3,1,1,6,1,2,2
1569,26,10,3,6,da,4,1,,,1,11,1,6,1,2,2
1569,27,11,11,59,dcab,4,3,1,2,4,8,1,6,1,2,2
1569,28,12,4,8,cb,3,2,,,3,9,1,6,1,2,2
1569,29,13,4,7,bc,2,3,,,2,12,1,6,1,2,2
1569,30,14,3,6,da,4,1,,,4,14,1,6,1,2,2
1569,31,15,1,1,ab,1,2,,,2,10,1,6,1,2,2
1569,32,16,4,7,bc,2,3,,,2,16,1,6,1,2,2
1570,1,1,9,29,dac,4,1,3,,4,26,1,2,2,3,2
1570,2,2,11,60,dcba,4,3,2,1,4,27,1,2,2,3,2
1570,3,3,2,3,ac,1,3,,,1,32,1,2,2,3,2
1570,4,4,4,7,bc,2,3,,,2,21,1,2,2,3,2
1570,5,5,6,11,cd,3,4,,,3,23,1,2,2,3,2
1570,6,6,10,32,bdc,2,4,3,,4,19,1,2,2,3,2
1570,7,7,2,4,ca,3,1,,,1,24,1,2,2,3,2
1570,8,8,8,23,dab,4,1,2,,1,17,1,2,2,3,2
1570,9,9,1,1,ab,1,2,,,2,31,1,2,2,3,2
1570,10,10,1,1,ab,1,2,,,2,25,1,2,2,3,2
1570,11,11,9,26,adc,1,4,3,,1,28,1,2,2,3,2
1570,12,12,5,10,db,4,2,,,2,22,1,2,2,3,2
1570,13,13,10,33,cbd,3,2,4,,4,18,1,2,2,3,2
1570,14,14,7,15,bac,2,1,3,,1,20,1,2,2,3,2
1570,15,15,3,5,ad,1,4,,,1,30,1,2,2,3,2
1570,16,16,2,4,ca,3,1,,,3,29,1,2,2,3,2
1570,17,1,4,8,cb,3,2,,,3,10,1,2,2,3,2
1570,18,2,5,10,db,4,2,,,4,11,1,2,2,3,2
1570,19,3,5,9,bd,2,4,,,4,16,1,2,2,3,2
1570,20,4,3,5,ad,1,4,,,1,5,1,2,2,3,2
1570,21,5,10,34,cdb,3,4,2,,3,7,1,2,2,3,2
1570,22,6,4,8,cb,3,2,,,2,3,1,2,2,3,2
1570,23,7,4,7,bc,2,3,,,2,8,1,2,2,3,2
1570,24,8,6,12,dc,4,3,,,3,1,1,2,2,3,2
1570,25,9,11,54,cdba,3,4,2,1,2,15,1,2,2,3,2
1570,26,10,10,33,cbd,3,2,4,,4,9,1,2,2,3,2
1570,27,11,8,19,abd,1,2,4,,1,12,1,2,2,3,2
1570,28,12,8,22,bda,2,4,1,,2,6,1,2,2,3,2
1570,29,13,4,8,cb,3,2,,,2,2,1,2,2,3,2
1570,30,14,6,11,cd,3,4,,,4,4,1,2,2,3,2
1570,31,15,6,12,dc,4,3,,,4,14,1,2,2,3,2
1570,32,16,3,5,ad,1,4,,,4,13,1,2,2,3,2
1571,1,1,2,3,ac,1,3,,,3,8,1,2,3,1,2
1571,2,2,8,20,adb,1,4,2,,1,1,1,2,3,1,2
1571,3,3,7,18,cba,3,2,1,,3,15,1,2,3,1,2
1571,4,4,9,28,cda,3,4,1,,3,7,1,2,3,1,2
1571,5,5,10,34,cdb,3,4,2,,4,11,1,2,3,1,2
1571,6,6,7,17,cab,3,1,2,,1,9,1,2,3,1,2
1571,7,7,5,10,db,4,2,,,2,14,1,2,3,1,2
1571,8,8,4,8,cb,3,2,,,2,16,1,2,3,1,2
1571,9,9,6,12,dc,4,3,,,3,5,1,2,3,1,2
1571,10,10,8,22,bda,2,4,1,,2,12,1,2,3,1,2
1571,11,11,2,4,ca,3,1,,,1,6,1,2,3,1,2
1571,12,12,3,5,ad,1,4,,,4,10,1,2,3,1,2
1571,13,13,1,1,ab,1,2,,,2,2,1,2,3,1,2
1571,14,14,7,14,acb,1,3,2,,1,3,1,2,3,1,2
1571,15,15,2,4,ca,3,1,,,1,13,1,2,3,1,2
1571,16,16,8,21,bad,2,1,4,,4,4,1,2,3,1,2
1571,17,1,5,10,db,4,2,,,4,24,1,2,3,1,2
1571,18,2,2,3,ac,1,3,,,1,17,1,2,3,1,2
1571,19,3,9,25,acd,1,3,4,,4,31,1,2,3,1,2
1571,20,4,11,38,abdc,1,2,4,3,3,23,1,2,3,1,2
1571,21,5,1,2,ba,2,1,,,1,27,1,2,3,1,2
1571,22,6,11,49,cabd,3,1,2,4,1,25,1,2,3,1,2
1571,23,7,10,31,bcd,2,3,4,,2,30,1,2,3,1,2
1571,24,8,11,46,bcda,2,3,4,1,2,32,1,2,3,1,2
1571,25,9,3,6,da,4,1,,,1,21,1,2,3,1,2
1571,26,10,3,5,ad,1,4,,,1,28,1,2,3,1,2
1571,27,11,3,5,ad,1,4,,,1,22,1,2,3,1,2
1571,28,12,6,11,cd,3,4,,,4,26,1,2,3,1,2
1571,29,13,5,10,db,4,2,,,2,18,1,2,3,1,2
1571,30,14,2,4,ca,3,1,,,1,19,1,2,3,1,2
1571,31,15,5,10,db,4,2,,,2,29,1,2,3,1,2
1571,32,16,11,46,bcda,2,3,4,1,4,20,1,2,3,1,2
1572,1,1,8,20,adb,1,4,2,,1,30,1,4,3,1,2
1572,2,2,2,3,ac,1,3,,,3,22,1,4,3,1,2
1572,3,3,4,8,cb,3,2,,,3,18,1,4,3,1,2
1572,4,4,9,28,cda,3,4,1,,4,27,1,4,3,1,2
1572,5,5,1,1,ab,1,2,,,2,26,1,4,3,1,2
1572,6,6,8,19,abd,1,2,4,,1,19,1,4,3,1,2
1572,7,7,5,9,bd,2,4,,,2,17,1,4,3,1,2
1572,8,8,8,22,bda,2,4,1,,1,32,1,4,3,1,2
1572,9,9,9,30,dca,4,3,1,,4,28,1,4,3,1,2
1572,10,10,7,14,acb,1,3,2,,2,21,1,4,3,1,2
1572,11,11,2,4,ca,3,1,,,3,24,1,4,3,1,2
1572,12,12,4,7,bc,2,3,,,3,23,1,4,3,1,2
1572,13,13,3,5,ad,1,4,,,1,29,1,4,3,1,2
1572,14,14,2,3,ac,1,3,,,1,31,1,4,3,1,2
1572,15,15,8,22,bda,2,4,1,,4,20,1,4,3,1,2
1572,16,16,9,26,adc,1,4,3,,1,25,1,4,3,1,2
1572,17,1,7,16,bca,2,3,1,,1,14,1,4,3,1,2
1572,18,2,5,10,db,4,2,,,4,6,1,4,3,1,2
1572,19,3,5,10,db,4,2,,,4,2,1,4,3,1,2
1572,20,4,6,11,cd,3,4,,,4,11,1,4,3,1,2
1572,21,5,3,6,da,4,1,,,4,10,1,4,3,1,2
1572,22,6,10,34,cdb,3,4,2,,3,3,1,4,3,1,2
1572,23,7,9,25,acd,1,3,4,,1,1,1,4,3,1,2
1572,24,8,5,10,db,4,2,,,2,16,1,4,3,1,2
1572,25,9,6,11,cd,3,4,,,4,12,1,4,3,1,2
1572,26,10,2,4,ca,3,1,,,1,5,1,4,3,1,2
1572,27,11,4,7,bc,2,3,,,3,8,1,4,3,1,2
1572,28,12,2,3,ac,1,3,,,3,7,1,4,3,1,2
1572,29,13,6,11,cd,3,4,,,3,13,1,4,3,1,2
1572,30,14,6,12,dc,4,3,,,4,15,1,4,3,1,2
1572,31,15,7,16,bca,2,3,1,,2,4,1,4,3,1,2
1572,32,16,11,57,dbac,4,2,1,3,1,9,1,4,3,1,2
1573,1,1,1,1,ab,1,2,,,2,29,2,3,4,1,3
1573,2,2,2,3,ac,1,3,,,1,27,2,3,4,1,3
1573,3,3,7,15,bac,2,1,3,,1,25,2,3,4,1,3
1573,4,4,3,5,ad,1,4,,,1,28,2,3,4,1,3
1573,5,5,5,9,bd,2,4,,,4,22,2,3,4,1,3
1573,6,6,8,21,bad,2,1,4,,2,18,2,3,4,1,3
1573,7,7,6,11,cd,3,4,,,3,31,2,3,4,1,3
1573,8,8,5,10,db,4,2,,,2,24,2,3,4,1,3
1573,9,9,11,42,adcb,1,4,3,2,2,17,2,3,4,1,3
1573,10,10,7,13,abc,1,2,3,,1,32,2,3,4,1,3
1573,11,11,5,10,db,4,2,,,4,30,2,3,4,1,3
1573,12,12,2,3,ac,1,3,,,3,23,2,3,4,1,3
1573,13,13,8,24,dba,4,2,1,,1,20,2,3,4,1,3
1573,14,14,5,10,db,4,2,,,4,21,2,3,4,1,3
1573,15,15,7,16,bca,2,3,1,,3,26,2,3,4,1,3
1573,16,16,1,2,ba,2,1,,,2,19,2,3,4,1,3
1573,17,1,2,4,ca,3,1,,,3,13,2,3,4,1,3
1573,18,2,9,28,cda,3,4,1,,1,11,2,3,4,1,3
1573,19,3,5,10,db,4,2,,,4,9,2,3,4,1,3
1573,20,4,5,10,db,4,2,,,2,12,2,3,4,1,3
1573,21,5,1,1,ab,1,2,,,1,6,2,3,4,1,3
1573,22,6,1,2,ba,2,1,,,2,2,2,3,4,1,3
1573,23,7,9,26,adc,1,4,3,,3,15,2,3,4,1,3
1573,24,8,10,33,cbd,3,2,4,,2,8,2,3,4,1,3
1573,25,9,1,2,ba,2,1,,,2,1,2,3,4,1,3
1573,26,10,1,1,ab,1,2,,,1,16,2,3,4,1,3
1573,27,11,7,16,bca,2,3,1,,1,14,2,3,4,1,3
1573,28,12,4,8,cb,3,2,,,3,7,2,3,4,1,3
1573,29,13,3,5,ad,1,4,,,1,4,2,3,4,1,3
1573,30,14,1,2,ba,2,1,,,1,5,2,3,4,1,3
1573,31,15,8,24,dba,4,2,1,,4,10,2,3,4,1,3
1573,32,16,2,4,ca,3,1,,,3,3,2,3,4,1,3
1574,1,1,2,3,ac,1,3,,,3,7,1,5,1,4,1
1574,2,2,8,24,dba,4,2,1,,1,3,1,5,1,4,1
1574,3,3,4,7,bc,2,3,,,2,14,1,5,1,4,1
1574,4,4,7,14,acb,1,3,2,,2,2,1,5,1,4,1
1574,5,5,6,11,cd,3,4,,,4,9,1,5,1,4,1
1574,6,6,8,20,adb,1,4,2,,4,10,1,5,1,4,1
1574,7,7,9,30,dca,4,3,1,,4,11,1,5,1,4,1
1574,8,8,1,2,ba,2,1,,,2,6,1,5,1,4,1
1574,9,9,9,29,dac,4,1,3,,3,13,1,5,1,4,1
1574,10,10,9,25,acd,1,3,4,,4,5,1,5,1,4,1
1574,11,11,11,53,cdab,3,4,1,2,3,15,1,5,1,4,1
1574,12,12,8,20,adb,1,4,2,,4,4,1,5,1,4,1
1574,13,13,5,9,bd,2,4,,,4,12,1,5,1,4,1
1574,14,14,8,19,abd,1,2,4,,4,8,1,5,1,4,1
1574,15,15,9,29,dac,4,1,3,,1,16,1,5,1,4,1
1574,16,16,7,13,abc,1,2,3,,2,1,1,5,1,4,1
1574,17,1,1,2,ba,2,1,,,1,23,1,5,1,4,1
1574,18,2,2,4,ca,3,1,,,1,19,1,5,1,4,1
1574,19,3,3,5,ad,1,4,,,4,30,1,5,1,4,1
1574,20,4,10,33,cbd,3,2,4,,2,18,1,5,1,4,1
1574,21,5,8,24,dba,4,2,1,,4,25,1,5,1,4,1
1574,22,6,5,10,db,4,2,,,4,26,1,5,1,4,1
1574,23,7,8,23,dab,4,1,2,,4,27,1,5,1,4,1
1574,24,8,3,6,da,4,1,,,1,22,1,5,1,4,1
1574,25,9,11,43,bacd,2,1,3,4,2,29,1,5,1,4,1
1574,26,10,2,4,ca,3,1,,,3,21,1,5,1,4,1
1574,27,11,6,11,cd,3,4,,,3,31,1,5,1,4,1
1574,28,12,10,35,dbc,4,2,3,,4,20,1,5,1,4,1
1574,29,13,2,4,ca,3,1,,,3,28,1,5,1,4,1
1574,30,14,6,11,cd,3,4,,,4,24,1,5,1,4,1
1574,31,15,11,57,dbac,4,2,1,3,1,32,1,5,1,4,1
1574,32,16,8,24,dba,4,2,1,,2,17,1,5,1,4,1
1575,1,1,11,37,abcd,1,2,3,4,2,16,2,2,3,3,1
1575,2,2,7,16,bca,2,3,1,,1,7,2,2,3,3,1
1575,3,3,2,3,ac,1,3,,,3,13,2,2,3,3,1
1575,4,4,11,46,bcda,2,3,4,1,2,5,2,2,3,3,1
1575,5,5,2,3,ac,1,3,,,3,2,2,2,3,3,1
1575,6,6,6,11,cd,3,4,,,4,14,2,2,3,3,1
1575,7,7,11,44,badc,2,1,4,3,1,11,2,2,3,3,1
1575,8,8,9,26,adc,1,4,3,,3,1,2,2,3,3,1
1575,9,9,6,11,cd,3,4,,,4,15,2,2,3,3,1
1575,10,10,2,3,ac,1,3,,,3,9,2,2,3,3,1
1575,11,11,7,17,cab,3,1,2,,1,12,2,2,3,3,1
1575,12,12,10,31,bcd,2,3,4,,2,4,2,2,3,3,1
1575,13,13,8,22,bda,2,4,1,,2,10,2,2,3,3,1
1575,14,14,5,10,db,4,2,,,4,3,2,2,3,3,1
1575,15,15,5,9,bd,2,4,,,4,8,2,2,3,3,1
1575,16,16,3,5,ad,1,4,,,1,6,2,2,3,3,1
1575,17,1,6,12,dc,4,3,,,4,32,2,2,3,3,1
1575,18,2,1,1,ab,1,2,,,1,23,2,2,3,3,1
1575,19,3,5,9,bd,2,4,,,4,29,2,2,3,3,1
1575,20,4,7,16,bca,2,3,1,,2,21,2,2,3,3,1
1575,21,5,11,60,dcba,4,3,2,1,4,18,2,2,3,3,1
1575,22,6,8,23,dab,4,1,2,,2,30,2,2,3,3,1
1575,23,7,10,36,dcb,4,3,2,,3,27,2,2,3,3,1
1575,24,8,6,11,cd,3,4,,,3,17,2,2,3,3,1
1575,25,9,7,13,abc,1,2,3,,2,31,2,2,3,3,1
1575,26,10,7,13,abc,1,2,3,,3,25,2,2,3,3,1
1575,27,11,10,33,cbd,3,2,4,,2,28,2,2,3,3,1
1575,28,12,6,12,dc,4,3,,,3,20,2,2,3,3,1
1575,29,13,3,5,ad,1,4,,,1,26,2,2,3,3,1
1575,30,14,9,25,acd,1,3,4,,4,19,2,2,3,3,1
1575,31,15,2,4,ca,3,1,,,1,24,2,2,3,3,1
1575,32,16,1,2,ba,2,1,,,2,22,2,2,3,3,1
1576,1,1,11,58,dbca,4,2,3,1,2,5,1,6,1,1,1
1576,2,2,7,13,abc,1,2,3,,1,13,1,6,1,1,1
1576,3,3,9,28,cda,3,4,1,,3,12,1,6,1,1,1
1576,4,4,6,11,cd,3,4,,,3,11,1,6,1,1,1
1576,5,5,1,2,ba,2,1,,,2,3,1,6,1,1,1
1576,6,6,6,11,cd,3,4,,,3,15,1,6,1,1,1
1576,7,7,3,6,da,4,1,,,4,2,1,6,1,1,1
1576,8,8,2,4,ca,3,1,,,3,14,1,6,1,1,1
1576,9,9,2,4,ca,3,1,,,3,1,1,6,1,1,1
1576,10,10,10,34,cdb,3,4,2,,2,10,1,6,1,1,1
1576,11,11,1,1,ab,1,2,,,1,7,1,6,1,1,1
1576,12,12,3,5,ad,1,4,,,1,9,1,6,1,1,1
1576,13,13,11,50,cadb,3,1,4,2,3,6,1,6,1,1,1
1576,14,14,9,29,dac,4,1,3,,1,16,1,6,1,1,1
1576,15,15,11,39,acbd,1,3,2,4,1,8,1,6,1,1,1
1576,16,16,11,51,cbad,3,2,1,4,2,4,1,6,1,1,1
1576,17,1,6,11,cd,3,4,,,4,21,1,6,1,1,1
1576,18,2,6,12,dc,4,3,,,4,29,1,6,1,1,1
1576,19,3,3,5,ad,1,4,,,4,28,1,6,1,1,1
1576,20,4,5,9,bd,2,4,,,2,27,1,6,1,1,1
1576,21,5,2,4,ca,3,1,,,3,19,1,6,1,1,1
1576,22,6,10,33,cbd,3,2,4,,3,31,1,6,1,1,1
